Tx,Px,Hx,D,Ty,Py,Hy
30.0,1200.0,65,4.504442251822083,20.001742420811382,1013.2500206375928,30.615796677447094
30.0,1200.0,65,4.604345773288536,20.00124569383126,1013.2500107461093,30.533284886722154
30.0,1200.0,65,4.70425339453563,20.000884714144885,1013.250005520557,30.46066534566681
30.0,1200.0,65,4.804164859785726,20.000624199306397,1013.250002798001,30.396929496022995
30.0,1200.0,65,4.904079934095692,20.000437489578808,1013.2500013990729,30.341145844080643
30.0,1200.0,65,5.0039984012787215,20.000304601419618,1013.2500006901679,30.292457716834285
30.0,1200.0,65,0.30000000000000004,28.025873486341524,1148.3960466360818,60.602847140701215
30.0,1200.0,65,0.316227766016838,27.921473917958973,1145.7282304789069,60.367131717236745
30.0,1200.0,65,0.36055512754639896,27.63824315315463,1138.5398726323338,59.72501769044277
30.0,1200.0,65,0.42426406871192857,27.236736098317632,1128.488770714156,58.807214581534254
30.0,1200.0,65,0.5,26.769222390213795,1117.025068335312,57.72515871285641
30.0,1200.0,65,0.5830951894845301,26.270290934463368,1105.1247653407622,56.55104280804768
30.0,1200.0,65,0.670820393249937,25.76150122030579,1093.4022223572351,55.32857634411171
30.0,1200.0,65,0.7615773105863909,25.25658172421515,1082.2424574435522,54.08474591155037
30.0,1200.0,65,0.8544003745317532,24.764645827504843,1071.8844541665271,52.83707946737721
30.0,1200.0,65,0.9486832980505139,24.291953004403492,1062.4684251325953,51.59762771081908
30.0,1200.0,65,1.044030650891055,23.842864457203497,1054.0635839185845,50.375117748203465
30.0,1200.0,65,1.140175425099138,23.420379772163514,1046.686150228012,49.17614298309116
30.0,1200.0,65,1.2369316876852983,23.02645684767145,1040.3124618044496,48.00584194201674
30.0,1200.0,65,1.3341664064126335,22.662218559585103,1034.8894686231217,46.86829934040358
30.0,1200.0,65,1.4317821063276355,22.328099452093248,1030.3435936649053,45.766791734161444
30.0,1200.0,65,1.5297058540778354,22.02396015972959,1026.5883307310498,44.7039437842724
30.0,1200.0,65,1.6278820596099708,21.74918393486302,1023.530681694187,43.6818318996783
30.0,1200.0,65,1.726267650163207,21.50276253993451,1021.0764439499693,42.702056352408995
30.0,1200.0,65,1.8248287590894658,21.28337490543314,1019.1343545484608,41.76579429344731
30.0,1200.0,65,1.9235384061671346,21.089459867153234,1017.6191315132094,40.87384115329969
30.0,1200.0,65,2.0223748416156684,20.919283207525613,1016.4534974231066,40.02664500432961
30.0,1200.0,65,2.1213203435596424,20.77099871743542,1015.5693099991774,39.22433670490405
30.0,1200.0,65,2.220360331117452,20.642702829160385,1014.9079515533576,38.466757556556416
30.0,1200.0,65,2.3194827009486407,20.532482405622265,1014.4201412011889,37.75348551590929
30.0,1200.0,65,2.418677324489565,20.438455416601762,1014.0653315256294,37.08386055905356
30.0,1200.0,65,2.5179356624028344,20.35880443041961,1013.8108376748911,36.45700950696699
30.0,1200.0,65,2.6172504656604803,20.291803060744762,1013.630825345115,35.87187043187395
30.0,1200.0,65,2.716615541441225,20.235835706687986,1013.5052584917822,35.32721664254963
30.0,1200.0,65,2.816025568065745,20.189411093679627,1013.4188812324098,34.82168017014867
30.0,1200.0,65,2.9154759474226504,20.15117025346805,1013.3602837880176,34.35377463133317
30.0,1200.0,65,3.014962686336267,20.119889670055752,1013.3210811363045,33.921917323014675
30.0,1200.0,65,3.1144823004794877,20.09448036483618,1013.2952161670077,33.524450396514816
30.0,1200.0,65,3.2140317359976396,20.073983701978626,1013.2783867086805,33.15966096383479
30.0,1200.0,65,3.3136083051561784,20.05756466966861,1013.2675875091641,32.825800001659864
30.0,1200.0,65,3.4132096331752027,20.044503340783702,1013.2607534675192,32.52109993717986
30.0,1200.0,65,3.5128336140500593,20.03418514507347,1013.2564883649093,32.24379082181786
30.0,1200.0,65,3.6124783736376886,20.026090500893876,1013.2538632509076,31.9921150229747
30.0,1200.0,65,3.7121422386541174,20.019784264421308,1013.2522698151739,31.76434038867972
30.0,1200.0,65,3.811823710509184,20.01490536355422,1013.2513159447182,31.55877186459531
30.0,1200.0,65,3.9115214431215897,20.01115689685471,1013.2507528086177,31.37376156636925
30.0,1200.0,65,4.011234224026316,20.008296898215153,1013.2504249345658,31.207717332250127
30.0,1200.0,65,4.110960958218894,20.006129897689725,1013.2502366689783,31.05910980071651
30.0,1200.0,65,4.21070065428546,20.00449934934265,1013.250130057122,30.92647807529206
30.0,1200.0,65,4.310452412450461,20.003280948420592,1013.2500705168067,30.8084340535166
30.0,1200.0,65,4.41021541423999,20.0023768223602,1013.2500377232767,30.70366550911219
30.0,1200.0,65,4.509988913511872,20.001710552294,1013.2500199102824,30.610938025708723
30.0,1200.0,65,4.609772228646444,20.001222962682167,1013.2500103678808,30.529095887138176
30.0,1200.0,65,4.709564735726647,20.000868605151652,1013.2500053264862,30.45706203339883
30.0,1200.0,65,4.80936586256442,20.000612857182297,1013.2500026997517,30.393837193108983
30.0,1200.0,65,4.909175083453431,20.00042955559323,1013.2500013499986,30.33849830283555
30.0,1200.0,65,5.008991914547277,20.00029908760778,1013.2500006659841,30.2901963213434
30.0,1200.0,65,0.4,27.388826803635276,1132.2754651276878,59.15601128018325
30.0,1200.0,65,0.4123105625617661,27.311530400117544,1130.3476832011033,58.97892548270387
30.0,1200.0,65,0.447213595499958,27.093881150142263,1124.9566512886488,58.47823005183771
30.0,1200.0,65,0.5,26.769222390213795,1117.025068335312,57.72515871285641
30.0,1200.0,65,0.5656854249492381,26.37351888233937,1107.5559627737757,56.795806939851744
30.0,1200.0,65,0.6403124237432849,25.936226772983268,1097.377095895847,55.751578950006866
30.0,1200.0,65,0.7211102550927979,25.478897995168904,1087.0939279197146,54.63657032071309
30.0,1200.0,65,0.806225774829855,25.016761300923733,1077.1255922451537,53.48136836482828
30.0,1200.0,65,0.894427190999916,24.56056540250256,1067.7512218056024,52.3073160881878
30.0,1200.0,65,0.9848857801796105,24.117954352741137,1059.1464866249084,51.12966405450838
30.0,1200.0,65,1.077032961426901,23.694375231247776,1051.409689070042,49.95963274858137
30.0,1200.0,65,1.1704699910719625,23.293660194113038,1044.5806229472132,48.80571218114444
30.0,1200.0,65,1.264911064067352,22.918405451437884,1038.6549336753162,47.6744776282846
30.0,1200.0,65,1.3601470508735443,22.570228608477613,1033.5956630190867,46.57110750729787
30.0,1200.0,65,1.4560219778561039,22.249954041536462,1029.3428685199065,45.49971851401325
30.0,1200.0,65,1.5524174696260025,21.957755532199098,1025.8217342226806,44.463587811249226
30.0,1200.0,65,1.6492422502470645,21.693272972120628,1022.9493460014468,43.46530461659352
30.0,1200.0,65,1.7464249196572983,21.45571256637068,1020.6402041985391,42.50687715020329
30.0,1200.0,65,1.8439088914585775,21.243935608952334,1018.8105260191921,41.589811074413966
30.0,1200.0,65,1.94164878389476,21.05653836819848,1017.3814092449996,40.715169586884905
30.0,1200.0,65,2.039607805437114,20.891924184920864,1016.280961571309,39.88362164295387
